"August 9, 2022",Carr Joins Sullivan in Alaska,Carr Joins Senator Sullivan in Alaska with Broadband Officials,News Relea,"Media Relations, Office of Commissioner C","Events Focus on Expanding Connectivity, Telehealth, Workforce, and New Federal Program",https://docs.fcc.gov/public/attachments/DOC-386086A1.pdf,https://www.fcc.gov/document/carr-joins-sullivan-alaska
"February 11, 2022",Save the Date: FCC to Hold Digital Health Symposium,Save the Date: FCC to Hold Digital Health Symposium,Public Noti,General Counsel,unknown,https://docs.fcc.gov/public/attachments/DA-22-124A1.pdf,https://www.fcc.gov/document/save-date-fcc-hold-digital-health-symposium
"February 10, 2022",FCC Issues Robocall Cease-and-Desist Letter to Great Choice Telecom,CC Issues Cease-and-Desist Letter to Great Choice Telecom LLC for Apparently Transmitting Illegal Robocall Traffic,"Letter, Warning",Enforcement,The FCC issued a cease-and-desist letter to Great Choice Telecom LLC for apparently transmitting illegal robocall traff,https://docs.fcc.gov/public/attachments/DOC-380158A1.pdf,https://www.fcc.gov/document/fcc-issues-robocall-cease-and-desist-letter-great-choice-telecom
"February 10, 2022",FCC Issues Robocall Cease-and-Desist Letter to TCA Voip,CC Issues Cease-and-Desist Letter to TCA Voip for Apparently Transmitting Illegal Robocall Traffic,"Letter, Warning",Enforcement,"The FCC issued a cease-and-desist letter to Telecom Carrier Access, Inc. dba TCA Voip for apparently transmitting illegal robocall traff",https://docs.fcc.gov/public/attachments/DOC-380157A1.pdf,https://www.fcc.gov/document/fcc-issues-robocall-cease-and-desist-letter-tca-voip
"February 9, 2022",Auction 108 Further Comment on Competitive Bidding Procedures,Auction of Flexible-Use Licenses in the 2.5 GHz Band for Next-Generation Wireless Services; Further Comment Sought on Competitive Bidding Procedures for Auction 108,Public Noti,"Economics and Analytics, Wireless Telecommunication",unknown,https://docs.fcc.gov/public/attachments/DA-22-120A1.pdf,https://www.fcc.gov/document/auction-108-further-comment-competitive-bidding-procedures
"February 9, 2022",FCC Announces Supply Chain Reimbursement Program Applications Filed,Wireline Competition Bureau Announces Applications Filed for the Secure and Trusted Communications Networks Reimbursement Program,Public Noti,Wireline Competition,unknown,https://docs.fcc.gov/public/attachments/DA-22-131A1.pdf,https://www.fcc.gov/document/fcc-announces-supply-chain-reimbursement-program-applications-filed
"February 8, 2022",FCC Commits Nearly $126M in ECF Funds for Schools & Libraries,"CC Commits Nearly $126 Million In Emergency Connectivity Fund Support To Connect Students, Schools And Libraries To Internet Servic",News Relea,"Wireline Competition, Media Relations, Consumer and Governmental Affai",Program to Date Has Committed Over $4.5 Billion Supporting More than 12 Million Students and 875 Libraries Helping to Close Homework Ga,https://docs.fcc.gov/public/attachments/DOC-380072A1.pdf,https://www.fcc.gov/document/fcc-commits-nearly-126m-ecf-funds-schools-libraries
"February 8, 2022",Rosenworcel Announces Task Force to Prevent Digital Discrimination,Chairwoman Rosenworcel Announces Cross-Agency Task Force To Prevent Digital Discrimination,News Relea,"Wireline Competition, Media Relations, Consumer and Governmental Affairs, Office of Chairwoman Rosenworcel",FCC Announces Leadership Team to Oversee Agency Wide Effort to Address Digital Discrimina,https://docs.fcc.gov/public/attachments/DOC-380060A1.pdf,https://www.fcc.gov/document/rosenworcel-announces-task-force-prevent-digital-discrimination
"February 4, 2022",Rosenworcel Notifies Congress of Demand for Rip and Replace Program,Chairwoman Rosenworcel Notifies Congress Of Demand To Participate In The Secure And Trusted Communications Reimbursement Program,News Relea,"Wireline Competition, Media Relations, Office of Chairwoman Rosenworcel",Robust Response to Supply Chain Reimbursement Program with 181 Applications Filed to Remove Equipment and Services that Pose a Threat to National Security,https://docs.fcc.gov/public/attachments/DOC-379974A1.pdf,https://www.fcc.gov/document/rosenworcel-notifies-congress-demand-rip-and-replace-program
"February 3, 2022",Chairwoman Rosenworcel to Lead Federal Interagency Cybersecurity Forum,Chairwoman Rosenworcel To Lead Relaunched Federal Interagency Cybersecurity Forum,News Relea,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DOC-379926A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-lead-federal-interagency-cybersecurity-forum
"February 2, 2022",China Unicom Americas Order on Revocation,China Unicom (Americas) Operations Limited Order on Revocation,Order,International,unknown,https://docs.fcc.gov/public/attachments/FCC-22-9A1.pdf,https://www.fcc.gov/document/china-unicom-americas-order-revocation
"February 2, 2022","Carr Applauds Introduction of ""Countering CCP Drones Act""","Carr Applauds Introduction of ""Countering CCP Drones Act""",News Relea,"Media Relations, Office of Commissioner C",Legislation from Senator Rick Scott and Congresswoman Elise Stefanik Directs FCC to Include Chinese Drone Manufacturer DJI Among List of Companies that Pose National Security Risk,https://docs.fcc.gov/public/attachments/DOC-379883A1.pdf,https://www.fcc.gov/document/carr-applauds-introduction-countering-ccp-drones-act
"February 2, 2022",FCC Partners with IMLS to Address Digital Divide on Tribal Lands,CC Partners With Institute Of Museum And Library Services To Address Digital Divide On Tribal Lands,News Relea,"Wireline Competition, Media Relation",Agencies to Work Together to Bring Connectivity to Tribal Libra,https://docs.fcc.gov/public/attachments/DOC-379881A1.pdf,https://www.fcc.gov/document/fcc-partners-imls-address-digital-divide-tribal-lands
"February 2, 2022",Rosenworcel Proposes 'Ringless Voicemail' Robocall Protections,Chairwoman Rosenworcel Aims To Protect Consumers From Unwanted 'Ringless Voicemail' Robocalls,News Relea,"Media Relations, Consumer and Governmental Affairs, Office of Chairwoman Rosenworcel",Proposal Declares Technology that Leaves Ringless Voicemails on Consumer Cell Phones Is Subject to FCC Robocalling R,https://docs.fcc.gov/public/attachments/DOC-379880A1.pdf,https://www.fcc.gov/document/rosenworcel-proposes-ringless-voicemail-robocall-protections
"February 2, 2022",Chairwoman Names New Native Nations Communications Task Force Members,Chairwoman Rosenworcel Announces New Appointments To The Native Nations Communications Task Forc,Public Noti,Consumer and Governmental Affai,unknown,https://docs.fcc.gov/public/attachments/DA-22-104A1.pdf,https://www.fcc.gov/document/chairwoman-names-new-native-nations-communications-task-force-members
"January 31, 2022",Chairwoman Rosenworcel Announces Staff Changes,Chairwoman Rosenworcel Announces Staff Changes,News Relea,"Media Relations, Office of Chairwoman Rosenworcel","Appoints Bureau Chiefs for Consumer and Governmental Affairs Bureau, Media Bureau, Public Safety Bureau, Enforcement Bureau and General Counsel",https://docs.fcc.gov/public/attachments/DOC-379773A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-announces-staff-changes
"January 28, 2022",FCC Announces Tentative Agenda for February Open Meeting,CC Announces Tentative Agenda for February Open Meeting,News Relea,Media Relation,"FCC Chairwoman Jessica Rosenworcel announced the items tentatively on the agenda for the February Open Commission Meeting scheduled for Friday, February 18, 2022",https://docs.fcc.gov/public/attachments/DOC-379733A1.pdf,https://www.fcc.gov/document/fcc-announces-tentative-agenda-february-open-meeting-7
"January 28, 2022",FCC Connecting Tribal Libraries Through the E-Rate Program,Schools and Libraries Universal Service Support Mechanism,Report and Order,Wireline Competition,unknown,https://docs.fcc.gov/public/attachments/FCC-22-8A1.pdf,https://www.fcc.gov/document/fcc-connecting-tribal-libraries-through-e-rate-program-0
"January 28, 2022",FCC Announces Over $1.2B for Rural Broadband in 32 States,CC Announces Over $1.2 Billion For Broadband Through Rural Digital Opportunity Fund While Adding New Accountability And Transparency Measures,News Relea,"Wireline Competition, Media Relation","New Rural Broadband Accountability Plan Will Increase Audits, Verifications and Transparency",https://docs.fcc.gov/public/attachments/DOC-379728A1.pdf,https://www.fcc.gov/document/fcc-announces-over-12b-rural-broadband-32-states
"January 27, 2022",FCC Denies Ravi's Import Warehouse's Application for Review,"In the Matter of Ravi's Import Warehouse, Inc., Dallas Texas",Memorandum Opinion and Order,Enforcement,unknown,https://docs.fcc.gov/public/attachments/FCC-22-10A1.pdf,https://www.fcc.gov/document/fcc-denies-ravis-import-warehouses-application-review
"January 27, 2022",FCC Acts to Empower Broadband Consumers Through Transparency,Empowering Broadband Consumers Through Transparency Notice of Proposed Rulemaking,Notice of Proposed Rulemaking,Consumer and Governmental Affai,unknown,https://docs.fcc.gov/public/attachments/FCC-22-7A1.pdf,https://www.fcc.gov/document/fcc-acts-empower-broadband-consumers-through-transparency-0
"January 26, 2022",FCC Takes Action on Unlicensed White Space Device & Database Issues,CC Takes Action to Resolve Unlicensed White Space Device and Database Issues,"Recon, Order, FNPRM",Engineering & Technology,unknown,https://docs.fcc.gov/public/attachments/FCC-22-6A1.pdf,https://www.fcc.gov/document/fcc-takes-action-unlicensed-white-space-device-database-issues
"January 26, 2022",FCC Announces Final Group of COVID-19 Telehealth Program Awards,CC Announces Final Group Of COVID-19 Telehealth Program Awards,News Relea,"Wireline Competition, Media Relation",Round 2 of Program Supported 447 Health Care Providers Throughout the Country,https://docs.fcc.gov/public/attachments/DOC-379636A1.pdf,https://www.fcc.gov/document/fcc-announces-final-group-covid-19-telehealth-program-awards
"January 26, 2022","Deletion Of Items From January 27, 2022 Open Meeting","Deletion Of Items From January 27, 2022 Open Meeting",Sunshi,Managing Directo,"letion Of Items From January 27, 2022 Open Meeting",https://docs.fcc.gov/public/attachments/DOC-379613A1.pdf,https://www.fcc.gov/document/deletion-items-january-27-2022-open-meeting
"January 25, 2022",FCC Proposes Updates to Standards Used in Equipment Authorization,CC Proposes to Update Equipment Authorization Rules to Incorporate New and Revised Industry Standards,Notice of Proposed Rulemaking,Engineering & Technology,unknown,https://docs.fcc.gov/public/attachments/FCC-22-3A1.pdf,https://www.fcc.gov/document/fcc-proposes-updates-standards-used-equipment-authorization
"January 25, 2022",FCC Adopts Updated Political Programming and Record-Keeping Rules,In the Matter of Revisions to Political Programming and Record- Keeping Rules,Report and Order,Medi,unknown,https://docs.fcc.gov/public/attachments/FCC-22-5A1.pdf,https://www.fcc.gov/document/fcc-adopts-updated-political-programming-and-record-keeping-rules
"January 25, 2022",FCC Commits Another $240M in Emergency Connectivity Funding,"CC Commits Another $240 Million In Emergency Connectivity Fund Support To Connect Students, Schools And Libraries",News Relea,"Wireline Competition, Media Relations, Consumer and Governmental Affai","Funding Wave to Support Over 600,000 Stud",https://docs.fcc.gov/public/attachments/DOC-379589A1.pdf,https://www.fcc.gov/document/fcc-commits-another-240m-emergency-connectivity-funding
"January 21, 2022",FCC Releases Rules To Implement Affordable Connectivity Program,Affordable Connectivity Program; Emergency Broadband Benefit Program,R&O/NPRM,Wireline Competition,unknown,https://docs.fcc.gov/public/attachments/FCC-22-2A1.pdf,https://www.fcc.gov/document/fcc-releases-rules-implement-affordable-connectivity-program
"January 21, 2022",Chairwoman Rosenworcel Aims to Promote Broadband Choice in Apartments,Chairwoman Rosenworcel Shares Proposal To Promote Competition And Choice For Broadband In Apartments And Office Buildings,News Relea,"Wireline Competition, Media Relation",Would Close Loopholes that Allow Providers to Evade Existing Rul,https://docs.fcc.gov/public/attachments/DOC-379491A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-aims-promote-broadband-choice-apartments
"January 21, 2022",FCC Urges Communications Companies to Review Cyber Practices,CC Urges Communications Companies To Review Cybersecurity Practices To Defend Against Cyber Threats To Critical Infrastructur,Public Noti,Public Safety and Homeland Security,unknown,https://docs.fcc.gov/public/attachments/DA-22-75A1.pdf,https://www.fcc.gov/document/fcc-urges-communications-companies-review-cyber-practices
"January 20, 2022","FCC To Hold Open Commission Meeting Thursday, January 27, 2022","CC To Hold Open Commission Meeting Thursday, January 27, 2022",Sunshi,Managing Directo,Sunsh,https://docs.fcc.gov/public/attachments/DOC-379450A1.pdf,https://www.fcc.gov/document/fcc-hold-open-commission-meeting-thursday-january-27-2022
"January 19, 2022",FCC Sets Technological Advisory Council Membership & First Meeting,CC Announces Membership And First Meeting Of The Technological Advisory Counc,News Relea,"Engineering & Technology, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DOC-379402A1.pdf,https://www.fcc.gov/document/fcc-sets-technological-advisory-council-membership-first-meeting
"January 19, 2022",Carr Statement on Biden 5G Delay,Carr Statement on Biden Administration's Failure of Leadership on 5G,Sta,"Media Relations, Office of Commissioner C",White House Walks Back Biden-Brokered Infrastructure Deal After Just Two Week,https://docs.fcc.gov/public/attachments/DOC-379398A1.pdf,https://www.fcc.gov/document/carr-statement-biden-5g-delay
"January 18, 2022",Chair Rosenworcel Statement on 5G Deployment Agreement,Chairwoman Rosenworcel Statement On 5G Deployment Agreemen,Sta,"Wireline Competition, Media Relations, Office of Chairwoman Rosenworcel",unknown,https://docs.fcc.gov/public/attachments/DOC-379352A1.pdf,https://www.fcc.gov/document/chair-rosenworcel-statement-5g-deployment-agreement
"January 17, 2022",FCC Deactivates Disaster Reporting for Winter Storm,he FCC's Public Safety & Homeland Security Bureau Announces Deactivation Of The Disaster Information Reporting System For Major Winter Storm,Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-51A1.pdf,https://www.fcc.gov/document/fcc-deactivates-disaster-reporting-winter-storm
"January 17, 2022","Winter Storm Communications Status Report for January 17, 2022","Communications Status Report for Areas Impacted by Major Winter Storm January 17, 2022",Public Noti,"Public Safety and Homeland Security, Media Relation","Winter Storm Communications Status Report for January 17, 2022",https://docs.fcc.gov/public/attachments/DOC-379290A1.pdf,https://www.fcc.gov/document/winter-storm-communications-status-report-january-17-2022
"January 16, 2022",FCC Assistance for Winter Storm Emergencies Available 24/7,deral Communications Commission Provides 24/7 Emergency Contact Information For The Winter Storm,Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-50A1.pdf,https://www.fcc.gov/document/fcc-assistance-winter-storm-emergencies-available-247
"January 16, 2022",Priority Telecommunications Services Reminder Due to Winter Storm,he Public Safety And Homeland Security Bureau Reminds Enrolled Users About The Availability Of Priority Telecommunications Services In Areas Impacted By The Major Winter Storm,Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-49A1.pdf,https://www.fcc.gov/document/priority-telecommunications-services-reminder-due-winter-storm
"January 16, 2022",Emergency Communications Procedures for the Winter Storm,"he Public Safety And Homeland Security Bureau, In Coordination With Multiple Other Bureaus, Issues Procedures For Providing Emergency Communications In Areas Impacted By The Major Winter Storm",Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-48A1.pdf,https://www.fcc.gov/document/emergency-communications-procedures-winter-storm
"January 16, 2022",FCC Activates Disaster Information Reporting for the Winter Storm,Public Safety And Homeland Security Bureau Announces The Activation Of The Disaster Information Reporting System For Major Winter Storm,Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-47A1.pdf,https://www.fcc.gov/document/fcc-activates-disaster-information-reporting-winter-storm
"January 14, 2022",FCC Adopts Rules To Implement Affordable Connectivity Program,CC Adopts Rules To Implement Affordable Connectivity Program,News Relea,"Wireline Competition, Media Relations, Office of Chairwoman Rosenworcel",Commission Approves Report and Order and Further Notice to Establish Longer-Term Internet Discount Program,https://docs.fcc.gov/public/attachments/DOC-379258A1.pdf,https://www.fcc.gov/document/fcc-adopts-rules-implement-affordable-connectivity-program
"January 14, 2022",Carr Concerned by Biden Broadband Rules,Carr Concerned That Biden Administration's New Broadband Infrastructure Rules Are Poised to Leave Rural Communities and Unconnected Americans Behind,Sta,"Media Relations, Office of Commissioner C",Calls on States to Correct Course When Distributing the $350 Billion in Treasury Fund,https://docs.fcc.gov/public/attachments/DOC-379259A1.pdf,https://www.fcc.gov/document/carr-concerned-biden-broadband-rules
"January 14, 2022",FCC Announces the Telecommunications Interagency Working Group,"CC, Department Of Labor, Department Of Education, And NTIA Announce Members Of Telecommunications Workforce Working Group",News Relea,"Media Relations, Office of Chairwoman Rosenworcel, Wireless Telecommunication",unknown,https://docs.fcc.gov/public/attachments/DOC-379257A1.pdf,https://www.fcc.gov/document/fcc-announces-telecommunications-interagency-working-group-0
"January 14, 2022",FCC Announces Winning Bidders In 3.45 GHz Auction,CC Announces Winning Bidders In 3.45 GHz Auction,News Relea,"Media Relations, Office of Chairwoman Rosenworcel, Economics and Analytics, Wireless Telecommunication",Chairwoman Welcomes Broader Array of Bidders in 5G Spectrum Au,https://docs.fcc.gov/public/attachments/DOC-379256A1.pdf,https://www.fcc.gov/document/fcc-announces-winning-bidders-345-ghz-auction
"January 13, 2022",Working Group Members Announced for FCC Diversity Council,CC Announces Working Group Members Of The Communications Equity And Diversity Counc,Public Noti,Medi,unknown,https://docs.fcc.gov/public/attachments/DA-22-41A1.pdf,https://www.fcc.gov/document/working-group-members-announced-fcc-diversity-council
"January 12, 2022",Chair Rosenworcel Circulates New Data Breach Reporting Requirements,Chairwoman Rosenworcel Circulates New Data Breach Reporting Requirements,News Relea,"Wireline Competition, Media Relations, Office of Chairwoman Rosenworcel",Proposal is a Response to Recent Security Breaches in the Telecommunications Industry,https://docs.fcc.gov/public/attachments/DOC-379162A1.pdf,https://www.fcc.gov/document/chair-rosenworcel-circulates-new-data-breach-reporting-requirements
"January 12, 2022",Carr Holds Official Meeting with Taiwan Regulators,Carr Holds Official Meeting with Taiwan Communications Regulators,News Relea,"Media Relations, Office of Commissioner C","Virtual Dialogue on 5G, Network Security Underscores Need to Recognize the Country's Leadersh",https://docs.fcc.gov/public/attachments/DOC-379158A1.pdf,https://www.fcc.gov/document/carr-holds-official-meeting-taiwan-regulators
"January 11, 2022",FCC Chair Statement on Senate Confirmation of NTIA Administrator,Chairwoman Rosenworcel Statement On Senate Confirmation Of NTIA Administrator Alan Davidson,Sta,"Media Relations, Office of Chairwoman Rosenworcel",unknown,https://docs.fcc.gov/public/attachments/DOC-379118A1.pdf,https://www.fcc.gov/document/fcc-chair-statement-senate-confirmation-ntia-administrator
"January 10, 2022",FCC Commits Over $361M in Additional Emergency Connectivity Funding,CC Commits Over $361 Million In Additional Emergency Connectivity Fund Support To Connect Schools And Libraries,News Relea,"Wireline Competition, Media Relation",Latest Wave Brings Total Program Commitments to Nearly $4.2 Bill,https://docs.fcc.gov/public/attachments/DOC-379057A1.pdf,https://www.fcc.gov/document/fcc-commits-over-361m-additional-emergency-connectivity-funding
"January 7, 2022",Chair Rosenworcel Debuts Affordable Connectivity Program Draft Rules,Chairwoman Rosenworcel Debuts Draft Rules For Affordable Connectivity Program,Sta,"Wireline Competition, Media Relations, Office of Chairwoman Rosenworcel",Funds Aimed at Helping Families Struggling to Pay for Home Internet Serv,https://docs.fcc.gov/public/attachments/DOC-379000A1.pdf,https://www.fcc.gov/document/chair-rosenworcel-debuts-affordable-connectivity-program-draft-rules
"January 6, 2022",FCC Announces Tentative Agenda for January Open Meeting,CC Announces Tentative Agenda for January Open Meeting,News Relea,Media Relation,"FCC Chairwoman Jessica Rosenworcel announced the items tentatively on the agenda for the January Open Commission Meeting scheduled for Thursday, January 27, 2022",https://docs.fcc.gov/public/attachments/DOC-378981A1.pdf,https://www.fcc.gov/document/fcc-announces-tentative-agenda-january-open-meeting-9
"January 4, 2022",Chairwoman Rosenworcel Statement On 5G Deployment Agreement,CC Chairwoman Rosenworcel Statement On 5G Deployment Agreemen,Sta,"Media Relations, Office of Chairwoman Rosenworcel",unknown,https://docs.fcc.gov/public/attachments/DOC-378929A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-statement-5g-deployment-agreement
"January 1, 2022",Carr Letter: Response to Sec. Buttigieg,Carr Letter: Response to Sec. Buttigieg,Sta,"Media Relations, Office of Commissioner C",L,https://docs.fcc.gov/public/attachments/DOC-378918A1.pdf,https://www.fcc.gov/document/carr-letter-response-sec-buttigieg
"December 31, 2021",FCC Launches Affordable Connectivity Program,CC Launches Affordable Connectivity Program; Emergency Broadband Benefit Program Transitions to New Affordable Connectivity Program,News Relea,"Wireline Competition, Media Relations, Office of Chairwoman Rosenworcel","In accordance with Congressional directives, the FCC officially launched the Affordable Connectivity Program, the $14.2 billion successor program to the Emergency Broadband Benefit which helped almost 9 million afford internet access during the pandemic.",https://docs.fcc.gov/public/attachments/DOC-378908A1.pdf,https://www.fcc.gov/document/fcc-launches-affordable-connectivity-program
"December 30, 2021",FCC Provides Additional Guidance on Affordable Connectivity Program,Emergency Broadband Benefit Program; Affordable Connectivity Program,Order,Wireline Competition,unknown,https://docs.fcc.gov/public/attachments/DA-21-1654A1.pdf,https://www.fcc.gov/document/fcc-provides-additional-guidance-affordable-connectivity-program
"December 30, 2021",FCC Announces CSRIC VIII Working Group Membership,"CC Announces Working Group Members of the Communications Security, Reliability, and Interoperability Council VIII",Public Noti,Public Safety and Homeland Security,unknown,https://docs.fcc.gov/public/attachments/DA-21-1655A1.pdf,https://www.fcc.gov/document/fcc-announces-csric-viii-working-group-membership
"December 28, 2021",Chairwoman Rosenworcel on Court Victory in D.C. Circuit,Chairwoman Rosenworcel on Court Victory in D.C. Circ,Sta,"Engineering & Technology, General Counsel, Media Relations, Office of Chairwoman Rosenworcel, Wireless Telecommunication",FCC Chairwoman Jessica Rosenworcel issued a following statement welcoming the D.C. Circuit Court's unanimous ruling upholding the FCC's decision to free up the 6 GHz band for next-generation Wi-Fi.,https://docs.fcc.gov/public/attachments/DOC-378881A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-court-victory-dc-circuit
"December 28, 2021",FCC Submits TRACED Act Annual Report 2021 to Congress,Report to Congress on Robocalls and Transmission of Misleading or Inaccurate Caller Identification Information,Repor,"Enforcement, Wireline Competition, Consumer and Governmental Affai","Enforcement Bureau, Consumer and Governmental Affairs Bureau, and Wireline Competition Bureau submit joint annual report to Congress on robocalls and transmission of misleading or inaccurate caller identification information, pursuant the TRACED A",https://docs.fcc.gov/public/attachments/DOC-378593A1.pdf,https://www.fcc.gov/document/fcc-submits-traced-act-annual-report-2021-congress
"December 28, 2021",Carr Welcomes FCC's Mid-Band Spectrum Win,Commissioner Carr Welcomes FCC's Mid-Band Spectrum Win,Sta,"Media Relations, Office of Commissioner C",unknown,https://docs.fcc.gov/public/attachments/DOC-378880A1.pdf,https://www.fcc.gov/document/carr-welcomes-fccs-mid-band-spectrum-win
"December 21, 2021",FCC Awards Additional $42.7 Million for COVID-19 Telehealth Round 2,CC Awards Additional $42.7 Million for COVID-19 Telehealth Round 2,News Relea,Media Relation,"The Federal Communications Commission approved an additional 68 applications for funding commitments totaling $42,702,383 for Round 2 of its COVID-19 Telehealth Program.",https://docs.fcc.gov/public/attachments/DOC-378809A1.pdf,https://www.fcc.gov/document/fcc-awards-additional-427-million-covid-19-telehealth-round-2-0
"December 20, 2021",FCC Deactivates Disaster Information Reporting for Kentucky Tornadoes,CC Deactivates Disaster Information Reporting for Kentucky Tornadoes,Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-21-1615A1.pdf,https://www.fcc.gov/document/fcc-deactivates-disaster-information-reporting-kentucky-tornadoes
"December 20, 2021","Kentucky Tornadoes Communications Status Report for December 20, 2021","Kentucky Tornadoes Communications Status Report for December 20, 2021",Repor,"Public Safety and Homeland Security, Media Relation","Communications status report for areas affected by Kentucky tornadoes for December 20, 2021",https://docs.fcc.gov/public/attachments/DOC-378779A1.pdf,https://www.fcc.gov/document/kentucky-tornadoes-communications-status-report-december-20-2021
"December 20, 2021",FCC Commits Nearly $603M in Additional Emergency Connectivity Funding,CC Commits Nearly $603M in Additional Emergency Connectivity Fund Suppor,News Relea,"Wireline Competition, Media Relation","The FFCC announced that it is committing $602,985,895.13 in its latest wave of ECF program support which will connect over 1.4 million students in all 50 states, Puerto Rico, and the District of Columbia.",https://docs.fcc.gov/public/attachments/DOC-378776A1.pdf,https://www.fcc.gov/document/fcc-commits-nearly-603m-additional-emergency-connectivity-funding
"December 19, 2021","Kentucky Tornadoes Communications Status Report for December 19, 2021","Kentucky Tornadoes Communications Status Report for December 19, 2021",Repor,"Public Safety and Homeland Security, Media Relation","Communications status report for areas affected by Kentucky tornadoes for December 19, 2021",https://docs.fcc.gov/public/attachments/DOC-378761A1.pdf,https://www.fcc.gov/document/kentucky-tornadoes-communications-status-report-december-19-2021
"December 18, 2021","Kentucky Tornadoes Communications Status Report for December 18, 2021","Kentucky Tornadoes Communications Status Report for December 18, 2021",Repor,"Public Safety and Homeland Security, Media Relation","Communications status report for areas affected by Kentucky tornadoes for December 18, 2021",https://docs.fcc.gov/public/attachments/DOC-378760A1.pdf,https://www.fcc.gov/document/kentucky-tornadoes-communications-status-report-december-18-2021
"December 17, 2021","Kentucky Tornadoes Communications Status Report for December 17, 2021","Kentucky Tornadoes Communications Status Report for December 17, 2021",Repor,"Public Safety and Homeland Security, Media Relation","Communications status report for areas affected by Kentucky tornadoes for December 17, 2021",https://docs.fcc.gov/public/attachments/DOC-378744A1.pdf,https://www.fcc.gov/document/kentucky-tornadoes-communications-status-report-december-17-2021
"December 17, 2021",Simington Addresses Digital Progress Institute,Commissioner Simington Addresses Digital Progress Ins,News Relea,"Media Relations, Office of Commissioner Simington",unknown,https://docs.fcc.gov/public/attachments/DOC-378736A1.pdf,https://www.fcc.gov/document/simington-addresses-digital-progress-institute
"December 17, 2021",Four Companies Settle FCC Investigations of Compliance with 911 Rules,our Communications Providers Settle FCC Investigations Into Compliance with 911 Rules,News Relea,"Enforcement, Public Safety and Homeland Security, Media Relation","AT&T, CenturyLink (now Lumen Technologies), Intrado, and Verizon agreed to make a settlement payment and implement a compliance plan to ensure adherence to these 911 rules.",https://docs.fcc.gov/public/attachments/DOC-378732A1.pdf,https://www.fcc.gov/document/four-companies-settle-fcc-investigations-compliance-911-rules
"December 16, 2021","Kentucky Tornadoes Communications Status Report for December 16, 2021","Kentucky Tornadoes Communications Status Report for December 16, 2021",Repor,"Public Safety and Homeland Security, Media Relation","Communications status report for areas affected by Kentucky tornadoes for December 16, 2021",https://docs.fcc.gov/public/attachments/DOC-378716A1.pdf,https://www.fcc.gov/document/kentucky-tornadoes-communications-status-report-december-16-2021
"December 16, 2021",Carr Welcomes Treasury Department Sanctions on DJI,Commissioner Carr Welcomes Treasury Department Sanctions on DJI,News Relea,"Media Relations, Office of Commissioner C",mination Underscores DJI's Close Work With CCP's Surveillance Apparatu,https://docs.fcc.gov/public/attachments/DOC-378717A1.pdf,https://www.fcc.gov/document/carr-welcomes-treasury-department-sanctions-dji
"December 16, 2021",FCC Looks to Promote Fair & Open Competitive Bidding in E-Rate Program,Promoting Fair and Open Competitive Bidding in the E-Rate Program,Notice of Proposed Rulemaking,Wireline Competition,unknown,https://docs.fcc.gov/public/attachments/FCC-21-124A1.pdf,https://www.fcc.gov/document/fcc-looks-promote-fair-open-competitive-bidding-e-rate-program-0
"December 16, 2021",FCC Announces Over $1 Billion in Rural Broadband Support to 32 States,CC Announces Over $1 Billion in Rural Digital Opportunity Fund Support for Broadband in 32 States as Commission Continues To Clean Up Program,News Relea,"Wireline Competition, Media Relations, Economics and Analytic","The FCC is ready to authorize $1,041,074,000 over 10yrs in its 5th round of funding for new broadband deployments through the Rural Digital Opportunity Fund.  69 broadband providers will bring broadband service to 518,088 locations in 32 states.",https://docs.fcc.gov/public/attachments/DOC-378708A1.pdf,https://www.fcc.gov/document/fcc-announces-over-1-billion-rural-broadband-support-32-states
"December 15, 2021",FCC Initiates Proceeding on Future of Universal Service,Report on the Future of the Universal Service Fund,Notice of Inquir,Wireline Competition,unknown,https://docs.fcc.gov/public/attachments/FCC-21-127A1.pdf,https://www.fcc.gov/document/fcc-initiates-proceeding-future-universal-service
"December 15, 2021","Kentucky Tornadoes Communications Status Report for December 15, 2021","Communications status report for areas affected by Kentucky tornadoes for December 15, 2021",Repor,Media Relation,"Communications status report for areas affected by Kentucky tornadoes for December 15, 2021",https://docs.fcc.gov/public/attachments/DOC-378689A1.pdf,https://www.fcc.gov/document/kentucky-tornadoes-communications-status-report-december-15-2021
